Galaxy,Source No.,RA,Dec
,5877,12 25 19.07,+12 54 38.84
,5878,12 25 19.12,+13 04 13.06
,5879,12 25 19.20,+12 50 32.07
,5880,12 25 20.00,+13 04 36.76
,5881,12 25 20.07,+12 52 20.61
,5882,12 25 20.16,+13 00 57.73
,5883,12 25 20.47,+12 51 18.54
,5884,12 25 20.67,+12 54 20.65
,5885,12 25 21.36,+12 56 00.32
,5886,12 25 21.45,+12 59 38.82
,5887,12 25 21.63,+13 03 08.02
,5888,12 25 22.11,+12 56 41.16
,5889,12 25 22.18,+12 51 21.70
,5890,12 25 23.36,+12 54 03.40
,5891,12 25 24.13,+13 03 31.70
,5892,12 25 26.05,+12 54 59.20
,5893,12 25 26.32,+12 59 19.54
,5894,12 25 26.61,+12 58 58.14
,5895,12 25 27.01,+12 56 06.76
,5896,12 25 27.83,+12 57 06.31
,5897,12 25 28.38,+12 46 26.85
,5898,12 25 28.70,+13 03 09.14
,5899,12 25 29.36,+12 43 23.33
,5900,12 25 29.43,+12 59 57.36
,5901,12 25 29.80,+13 01 15.05
,5902,12 25 31.63,+12 47 50.96
,5903,12 25 31.64,+13 03 57.07
,5904,12 25 31.83,+12 52 30.50
,5905,12 25 32.16,+12 53 24.92
,5906,12 25 32.94,+12 38 40.41
,5907,12 25 33.41,+12 44 28.98
,5908,12 25 34.28,+12 49 59.55
,5909,12 25 35.57,+12 56 51.36
,5910,12 25 36.79,+12 59 54.72
,5911,12 25 37.27,+12 50 51.42
,5912,12 25 38.11,+12 58 14.02
,5913,12 25 40.71,+12 53 15.29
,5914,12 25 41.66,+12 48 36.28
,5915,12 25 41.69,+12 55 11.58
,5916,12 25 42.45,+12 49 14.01
,5917,12 25 45.90,+12 52 59.66
,5918,12 25 50.00,+13 13 27.77
,5919,12 25 52.56,+12 56 00.08
,5920,12 25 53.95,+13 02 22.31
,5921,12 25 57.05,+12 45 50.16
,5922,12 25 57.52,+12 49 52.09
,5923,12 26 03.40,+12 46 29.43
,5924,12 26 15.82,+13 02 32.06
M87,5925,12 30 26.47,+12 30 24.75
,5926,12 30 29.41,+12 21 10.03
,5927,12 30 30.49,+12 21 53.50
,5928,12 30 32.59,+12 23 57.64
,5929,12 30 32.69,+12 21 56.83
,5930,12 30 34.58,+12 25 51.48
,5931,12 30 34.91,+12 22 15.61
,5932,12 30 36.04,+12 24 33.57
,5933,12 30 36.27,+12 25 32.22
,5934,12 30 36.35,+12 27 15.53
,5935,12 30 36.71,+12 27 43.29
,5936,12 30 36.81,+12 24 59.33
,5937,12 30 36.87,+12 14 45.31
,5938,12 30 39.73,+12 30 11.95
,5939,12 30 40.65,+12 30 57.95
,5940,12 30 40.94,+12 23 20.80
,5941,12 30 41.05,+12 24 03.21
,5942,12 30 41.71,+12 25 59.67
,5943,12 30 41.74,+12 24 39.69
,5944,12 30 42.30,+12 21 56.33
,5945,12 30 43.11,+12 25 02.69
,5946,12 30 43.50,+12 23 46.65
,5947,12 30 44.24,+12 21 34.79
,5948,12 30 44.25,+12 22 09.57
,5949,12 30 44.61,+12 21 40.63
,5950,12 30 44.66,+12 22 01.14
,5951,12 30 44.70,+12 24 34.74
,5952,12 30 44.92,+12 24 04.59
,5953,12 30 45.23,+12 24 25.92
,5954,12 30 45.28,+12 27 04.31
,5955,12 30 45.56,+12 19 14.97
,5956,12 30 46.03,+12 21 26.56
,5957,12 30 46.20,+12 23 28.82
,5958,12 30 46.27,+12 23 49.48
,5959,12 30 46.33,+12 23 23.40
,5960,12 30 46.72,+12 24 02.69
,5961,12 30 46.87,+12 23 05.72
,5962,12 30 46.91,+12 16 51.13
,5963,12 30 46.94,+12 20 08.89
,5964,12 30 46.97,+12 23 34.32
,5965,12 30 47.00,+12 23 38.68
,5966,12 30 47.14,+12 24 15.98
,5967,12 30 47.34,+12 23 08.95
,5968,12 30 47.50,+12 21 26.85
,5969,12 30 47.54,+12 24 23.32
,5970,12 30 47.64,+12 22 20.92
,5971,12 30 47.66,+12 23 20.29
,5972,12 30 47.68,+12 23 47.05
,5973,12 30 47.71,+12 23 34.84
,5974,12 30 47.88,+12 24 04.73
,5975,12 30 48.21,+12 23 35.17
,5976,12 30 48.25,+12 23 49.12
,5977,12 30 48.34,+12 23 34.35
,5978,12 30 48.36,+12 19 31.44
,5979,12 30 48.62,+12 23 32.42
,5980,12 30 48.77,+12 24 14.61
,5981,12 30 48.82,+12 23 47.44
,5982,12 30 48.85,+12 23 13.07
,5983,12 30 48.89,+12 21 21.86
,5984,12 30 48.89,+12 23 30.80
,5985,12 30 49.05,+12 23 29.89
,5986,12 30 49.06,+12 24 05.74
,5987,12 30 49.12,+12 21 59.19
,5988,12 30 49.12,+12 23 00.88
,5989,12 30 49.18,+12 26 04.25
,5990,12 30 49.24,+12 23 28.95
,5991,12 30 49.25,+12 23 34.34
,5992,12 30 49.39,+12 23 28.26
,5993,12 30 49.54,+12 13 13.52
,5994,12 30 49.63,+12 23 33.75
,5995,12 30 49.79,+12 23 51.37
,5996,12 30 49.80,+12 24 01.83
,5997,12 30 49.86,+12 24 35.73
,5998,12 30 49.99,+12 24 00.41
,5999,12 30 50.06,+12 22 51.41
,6000,12 30 50.07,+12 23 08.88
,6001,12 30 50.12,+12 23 01.32
,6002,12 30 50.38,+12 23 32.55
,6003,12 30 50.50,+12 23 56.00
,6004,12 30 50.80,+12 25 02.07
,6005,12 30 50.87,+12 21 13.17
,6006,12 30 50.90,+12 23 49.44
,6007,12 30 51.43,+12 19 48.04
,6008,12 30 51.81,+12 23 19.02
,6009,12 30 52.13,+12 38 15.00
,6010,12 30 53.25,+12 23 56.71
,6011,12 30 53.55,+12 23 29.37
,6012,12 30 54.47,+12 30 24.58
,6013,12 30 54.49,+12 23 02.35
,6014,12 30 54.83,+12 33 34.77
,6015,12 30 54.96,+12 24 38.53
,6016,12 30 54.96,+12 25 38.26
,6017,12 30 55.19,+12 14 25.84
,6018,12 30 55.28,+12 23 40.32
,6019,12 30 55.34,+12 18 35.50
,6020,12 30 55.47,+12 23 42.73
,6021,12 30 55.61,+12 19 31.57
,6022,12 30 56.29,+12 24 47.12
,6023,12 30 56.36,+12 22 11.93
,6024,12 30 57.15,+12 23 03.64
,6025,12 30 57.27,+12 21 22.86
,6026,12 30 57.79,+12 16 14.31
,6027,12 30 58.12,+12 21 04.46
,6028,12 30 58.87,+12 17 16.32
,6029,12 30 59.55,+12 28 51.31
,6030,12 30 59.58,+12 20 39.50
,6031,12 30 59.60,+12 25 09.91
,6032,12 31 00.37,+12 24 17.53
,6033,12 31 00.72,+12 19 10.64
,6034,12 31 01.91,+12 23 14.77
,6035,12 31 02.23,+12 20 27.68
,6036,12 31 03.10,+12 21 19.39
,6037,12 31 03.37,+12 21 07.10
,6038,12 31 04.41,+12 21 30.38
,6039,12 31 04.61,+12 21 56.88
,6040,12 31 04.92,+12 22 37.77
,6041,12 31 06.35,+12 23 53.24
,6042,12 31 07.06,+12 24 28.14
,6043,12 31 11.99,+12 28 50.73
,6044,12 30 14.11,+12 23 48.23
,6045,12 30 15.26,+12 27 55.52
,6046,12 30 17.82,+12 25 46.29
,6047,12 30 17.95,+12 26 37.15
,6048,12 30 18.06,+12 11 27.69
,6049,12 30 19.41,+12 05 33.52
,6050,12 30 20.74,+12 26 47.53
,6051,12 30 21.62,+12 25 55.19
,6052,12 30 22.48,+12 09 28.47
,6053,12 30 22.83,+12 13 39.95
,6054,12 30 26.14,+12 30 03.84
NGC1313,6055,03 14 42.24,-66 26 28.18
,6056,03 14 45.66,-66 24 45.31
,6057,03 14 47.38,-66 29 30.02
,6058,03 14 55.26,-66 27 59.16
,6059,03 15 01.35,-66 12 53.08
,6060,03 15 02.19,-66 29 18.53
,6061,03 15 02.29,-66 30 25.73
,6062,03 15 02.83,-66 28 29.12
,6063,03 15 03.22,-66 28 47.03
,6064,03 15 04.63,-66 27 28.41
,6065,03 15 04.70,-66 27 46.62
,6066,03 15 05.29,-66 26 55.81
,6067,03 15 10.58,-66 11 10.31
,6068,03 15 27.04,-66 16 49.20
,6069,03 15 27.65,-66 27 58.64
,6070,03 15 33.67,-66 12 57.86
,6071,03 15 35.92,-66 27 04.83
,6072,03 15 39.74,-66 28 18.79
,6073,03 15 40.97,-66 12 21.24
,6074,03 15 43.40,-66 26 36.52
,6075,03 15 44.06,-66 12 05.04
,6076,03 15 51.48,-66 11 19.41
,6077,03 15 54.02,-66 11 02.34
,6078,03 15 56.04,-66 23 57.70
,6079,03 15 58.08,-66 11 56.20
,6080,03 15 58.93,-66 10 29.90
,6081,03 15 59.29,-66 30 35.99
,6082,03 16 01.23,-66 09 20.66
,6083,03 16 01.74,-66 10 16.81
,6084,03 16 04.19,-66 09 59.77
,6085,03 16 08.65,-66 31 16.65
,6086,03 16 11.84,-66 30 21.76
,6087,03 16 16.21,-66 11 21.01
,6088,03 16 16.76,-66 28 54.10
,6089,03 16 22.53,-66 27 59.68
,6090,03 16 26.57,-66 30 46.12
,6091,03 16 28.34,-66 30 13.78
,6092,03 16 28.99,-66 29 26.46
,6093,03 16 30.14,-66 29 07.72
,6094,03 16 30.73,-66 28 45.03
,6095,03 16 31.39,-66 28 17.83
,6096,03 16 33.81,-66 31 39.98
,6097,03 16 40.26,-66 28 57.07
,6098,03 16 41.99,-66 25 17.54
,6099,03 16 44.20,-66 23 37.05
,6100,03 16 54.98,-66 28 14.56
,6101,03 17 19.82,-66 28 53.04
,6102,03 17 24.20,-66 28 55.81
,6103,03 17 25.36,-66 28 55.89
,6104,03 17 28.91,-66 28 57.26
,6105,03 17 29.08,-66 23 30.33
,6106,03 17 29.55,-66 52 17.27
,6107,03 17 30.16,-66 28 57.79
,6108,03 17 31.12,-66 49 44.98
,6109,03 17 31.28,-66 51 06.59
,6110,03 17 32.53,-66 28 57.74
,6111,03 17 33.58,-66 25 17.83
,6112,03 17 34.67,-66 52 20.05
,6113,03 17 36.41,-66 52 06.14
,6114,03 17 37.08,-66 36 17.18
,6115,03 17 37.96,-66 35 14.22
,6116,03 17 38.80,-66 33 02.96
,6117,03 17 39.87,-66 52 13.90
,6118,03 17 40.58,-66 35 06.55
,6119,03 17 40.78,-66 25 55.84
,6120,03 17 42.30,-66 35 47.00
,6121,03 17 42.48,-66 31 23.97
,6122,03 17 42.67,-66 52 13.37
,6123,03 17 44.48,-66 17 26.68
,6124,03 17 44.59,-66 18 24.24
,6125,03 17 45.01,-66 50 22.79
,6126,03 17 45.09,-66 16 52.25
,6127,03 17 45.14,-66 18 03.34
,6128,03 17 45.18,-66 20 08.55
,6129,03 17 46.04,-66 16 17.33
,6130,03 17 47.93,-66 10 21.97
,6131,03 17 48.03,-66 09 37.55
,6132,03 17 48.84,-66 30 43.52
,6133,03 17 49.30,-66 18 10.34
,6134,03 17 49.43,-66 23 34.02
,6135,03 17 50.12,-66 14 02.08
,6136,03 17 50.31,-66 51 04.03
,6137,03 17 50.65,-66 24 37.01
,6138,03 17 52.23,-66 23 16.42
,6139,03 17 52.34,-66 35 09.99
,6140,03 17 52.75,-66 35 11.63
,6141,03 17 53.47,-66 12 00.55
,6142,03 17 53.82,-66 09 38.85
,6143,03 17 54.41,-66 07 27.23
,6144,03 17 54.71,-66 18 05.67
,6145,03 17 55.75,-66 09 41.39
,6146,03 17 56.29,-66 22 49.81
,6147,03 17 57.62,-66 32 24.49
,6148,03 17 58.06,-66 35 05.45
,6149,03 17 58.21,-66 09 33.40
,6150,03 17 58.23,-66 05 38.09
,6151,03 17 58.51,-66 19 00.51
,6152,03 17 59.40,-66 35 16.45
,6153,03 17 59.43,-66 52 10.44
,6154,03 18 00.29,-66 18 06.74
,6155,03 18 01.75,-66 35 15.15
,6156,03 18 02.20,-66 09 31.41
,6157,03 18 02.82,-66 05 38.74
,6158,03 18 03.63,-66 22 06.57
,6159,03 18 04.73,-66 34 05.64
,6160,03 18 04.89,-66 18 04.77
,6161,03 18 05.43,-66 30 15.07
,6162,03 18 06.98,-66 05 47.29
,6163,03 18 07.14,-66 09 27.86
,6164,03 18 07.37,-66 20 58.29
,6165,03 18 07.54,-66 38 56.42
,6166,03 18 07.79,-66 38 12.64
,6167,03 18 09.96,-66 36 24.61
,6168,03 18 10.15,-66 09 42.27
,6169,03 18 11.32,-66 35 21.44
,6170,03 18 12.04,-66 12 36.39
,6171,03 18 13.90,-66 15 35.98
,6172,03 18 14.21,-66 15 15.56
,6173,03 18 14.68,-66 09 44.60
,6174,03 18 16.43,-66 09 43.82
,6175,03 18 16.67,-66 35 18.37
,6176,03 18 17.32,-66 23 04.57
,6177,03 18 17.47,-66 23 22.81
,6178,03 18 17.65,-66 23 48.12
,6179,03 18 17.70,-66 23 55.04
,6180,03 18 17.73,-66 23 38.42
,6181,03 18 17.74,-66 24 03.40
,6182,03 18 17.85,-66 24 11.58
,6183,03 18 17.86,-66 24 22.11
,6184,03 18 17.99,-66 24 32.89
,6185,03 18 18.08,-66 24 39.82
,6186,03 18 18.09,-66 24 51.38
,6187,03 18 18.12,-66 18 26.52
,6188,03 18 18.17,-66 25 04.45
,6189,03 18 18.18,-66 30 04.23
,6190,03 18 18.77,-66 26 15.92
,6191,03 18 18.84,-66 30 01.56
,6192,03 18 19.50,-66 38 15.78
,6193,03 18 19.61,-66 09 37.73
,6194,03 18 19.97,-66 29 11.18
,6195,03 18 20.73,-66 31 33.66
,6196,03 18 21.59,-66 05 39.82
,6197,03 18 21.80,-66 33 32.59
,6198,03 18 21.86,-66 26 06.44
,6199,03 18 21.94,-66 33 44.64
,6200,03 18 21.98,-66 36 05.19
,6201,03 18 22.04,-66 33 57.32
,6202,03 18 22.15,-66 34 14.54
,6203,03 18 22.33,-66 34 30.51
,6204,03 18 22.35,-66 34 40.05
,6205,03 18 22.38,-66 36 02.42
,6206,03 18 22.41,-66 34 48.33
,6207,03 18 22.44,-66 35 01.69
,6208,03 18 22.48,-66 34 54.76
,6209,03 18 22.67,-66 35 25.51
,6210,03 18 23.09,-66 15 35.98
,6211,03 18 23.45,-66 39 04.69
,6212,03 18 23.55,-66 38 15.12
,6213,03 18 23.79,-66 06 22.25
,6214,03 18 23.99,-66 17 13.80
,6215,03 18 24.47,-66 40 36.82
,6216,03 18 24.52,-66 40 50.49
,6217,03 18 24.68,-66 41 24.05
,6218,03 18 25.35,-66 18 15.96
,6219,03 18 26.04,-66 24 35.45
,6220,03 18 27.70,-66 09 33.03
,6221,03 18 30.21,-66 50 52.77
,6222,03 18 33.89,-66 51 21.71
,6223,03 18 34.59,-66 17 17.53
,6224,03 18 36.37,-66 18 16.32
,6225,03 18 36.87,-66 25 22.88
,6226,03 18 40.93,-66 06 54.76
,6227,03 18 42.04,-66 19 17.03
,6228,03 18 43.07,-66 53 54.72
,6229,03 18 44.45,-66 51 37.93
,6230,03 18 48.28,-66 16 38.30
,6231,03 18 48.33,-66 31 29.72
,6232,03 18 50.01,-66 53 56.49
,6233,03 18 50.82,-66 55 06.46
,6234,03 18 51.99,-66 06 58.45
,6235,03 18 52.98,-66 18 24.02
,6236,03 18 54.18,-66 32 03.13
,6237,03 18 55.61,-66 06 57.17
,6238,03 18 56.11,-66 37 09.92
,6239,03 18 57.09,-66 15 16.51
,6240,03 18 58.71,-66 32 25.61
,6241,03 19 01.19,-66 10 12.40
,6242,03 19 01.58,-66 29 32.83
,6243,03 19 02.05,-66 32 43.00
,6244,03 19 02.63,-66 39 25.31
,6245,03 19 03.86,-66 21 13.84
,6246,03 19 04.19,-66 21 42.37
,6247,03 19 04.52,-66 17 19.14
,6248,03 19 04.79,-66 32 55.05
,6249,03 19 04.96,-66 16 54.54
,6250,03 19 05.18,-66 18 41.79
,6251,03 19 05.20,-66 13 44.19
,6252,03 19 06.07,-66 20 57.86
,6253,03 19 06.46,-66 06 59.88
,6254,03 19 06.77,-66 39 44.23
,6255,03 19 07.35,-66 29 23.92
,6256,03 19 07.99,-66 09 05.12
,6257,03 19 11.07,-66 29 24.72
,6258,03 19 12.35,-66 36 00.51
,6259,03 19 13.81,-66 29 25.25
,6260,03 19 15.56,-66 33 46.59
,6261,03 19 16.10,-66 29 25.43
,6262,03 19 17.60,-66 32 47.53
,6263,03 19 18.05,-66 33 24.73
,6264,03 19 18.98,-66 31 44.11
,6265,03 19 20.65,-66 29 26.84
,6266,03 19 20.83,-66 30 24.39
,6267,03 19 21.54,-66 38 31.59
,6268,03 19 23.87,-66 38 18.12
,6269,03 19 26.23,-66 36 53.81
,6270,03 19 27.68,-66 36 04.08
,6271,03 19 30.95,-66 42 15.08
,6272,03 19 31.19,-66 42 03.63
,6273,03 19 33.08,-66 37 28.61
,6274,03 19 34.02,-66 42 25.69
,6275,03 19 36.93,-66 26 00.56
,6276,03 19 40.17,-66 36 47.37
,6277,03 19 41.87,-66 34 06.21
,6278,03 19 42.57,-66 36 29.60
,6279,03 19 51.63,-66 35 27.61
,6280,03 19 51.81,-66 27 42.20
,6281,03 19 51.89,-66 43 33.74
,6282,03 19 53.81,-66 43 17.43
,6283,03 19 53.85,-66 35 13.22
,6284,03 19 58.93,-66 34 48.95
,6285,03 20 05.51,-66 34 05.30
,6286,03 20 08.72,-66 43 52.50
,6287,03 20 08.78,-66 39 06.69
,6288,03 20 14.05,-66 41 25.40
,6289,03 20 18.96,-66 37 13.10
,6290,03 20 24.47,-66 36 38.80
,6291,03 20 29.85,-66 41 03.97
,6292,03 20 34.54,-66 43 21.16
,6293,03 20 41.40,-66 31 05.14
,6294,03 20 42.97,-66 37 40.76
,6295,03 20 43.18,-66 46 48.80
,6296,03 20 46.94,-66 47 55.34
,6297,03 20 48.74,-66 41 23.53
,6298,03 20 49.21,-66 41 56.77
,6299,03 20 51.96,-66 41 39.64
,6300,03 20 52.52,-66 45 19.16
,6301,03 20 55.38,-66 41 16.92
,6302,03 21 07.90,-66 40 05.14
,6303,03 21 08.29,-66 39 53.01
,6304,03 21 35.69,-66 27 31.80
,6305,03 21 54.69,-66 35 44.82
,6306,03 21 54.95,-66 34 50.35
,6307,03 21 56.29,-66 31 47.93
,6308,03 22 06.59,-66 35 51.71
,6309,03 22 06.85,-66 35 26.45
,6310,03 22 07.37,-66 35 03.57
,6311,03 22 08.02,-66 34 30.52
,6312,03 22 09.17,-66 32 50.26
,6313,03 22 09.35,-66 33 16.24
,6314,03 22 09.86,-66 34 00.07
,6315,03 22 10.32,-66 31 38.32
,6316,03 22 14.85,-66 27 55.98
,6317,03 22 16.06,-66 35 57.09
,6318,03 22 28.06,-66 28 51.29
,6319,03 22 28.41,-66 27 58.61
,6320,03 22 51.24,-66 32 49.76
,6321,03 22 55.22,-66 29 05.54
NGC1399,6322,03 37 28.48,-35 41 06.70
,6323,03 37 36.67,-35 33 32.88
,6324,03 37 38.25,-35 24 06.06
,6325,03 37 39.68,-35 34 17.36
,6326,03 37 41.11,-35 29 37.75
,6327,03 37 43.03,-35 42 45.20
,6328,03 37 44.37,-35 28 25.72
,6329,03 37 48.38,-35 23 20.39
,6330,03 37 50.63,-35 26 02.71
,6331,03 37 50.95,-35 23 19.25
,6332,03 37 50.97,-35 21 25.64
,6333,03 37 51.34,-35 28 25.70
,6334,03 37 54.18,-35 29 37.30
,6335,03 37 54.38,-35 29 11.59
,6336,03 37 54.81,-35 20 43.80
,6337,03 37 54.90,-35 20 47.93
,6338,03 37 55.18,-35 17 28.00
,6339,03 37 55.34,-35 23 13.59
,6340,03 37 58.82,-35 19 47.07
,6341,03 37 58.89,-35 19 48.89
,6342,03 38 00.24,-35 23 33.23
,6343,03 38 00.31,-35 27 45.53
,6344,03 38 00.32,-35 20 02.12
,6345,03 38 01.78,-35 24 12.73
,6346,03 38 01.92,-35 19 20.58
,6347,03 38 02.17,-35 26 26.89
,6348,03 38 03.59,-35 26 05.37
,6349,03 38 03.71,-35 29 55.40
,6350,03 38 04.09,-35 36 25.53
,6351,03 38 04.46,-35 33 26.20
,6352,03 38 04.57,-35 27 12.04
,6353,03 38 05.22,-35 22 39.67
,6354,03 38 08.18,-35 30 36.77
,6355,03 38 08.74,-35 34 18.04
,6356,03 38 08.83,-35 20 22.50
,6357,03 38 09.90,-35 21 46.75
,6358,03 38 10.09,-35 20 01.46
,6359,03 38 10.38,-35 24 05.47
,6360,03 38 10.38,-35 27 59.82
,6361,03 38 11.40,-35 29 29.59
,6362,03 38 11.61,-35 26 48.65
,6363,03 38 11.97,-35 27 00.20
,6364,03 38 12.08,-35 25 37.14
,6365,03 38 12.16,-35 24 44.82
,6366,03 38 12.42,-35 26 47.99
,6367,03 38 12.53,-35 16 20.99
,6368,03 38 12.53,-35 21 27.05
,6369,03 38 12.70,-35 25 30.25
,6370,03 38 12.70,-35 28 56.82
,6371,03 38 12.71,-35 25 19.78
,6372,03 38 12.91,-35 25 59.83
,6373,03 38 13.48,-35 30 56.36
,6374,03 38 13.91,-35 28 00.20
,6375,03 38 14.24,-35 24 37.44
,6376,03 38 15.10,-35 27 57.33
,6377,03 38 15.64,-35 26 00.16
,6378,03 38 16.24,-35 25 30.93
,6379,03 38 16.45,-35 27 45.40
,6380,03 38 16.81,-35 26 14.31
,6381,03 38 17.37,-35 15 59.49
,6382,03 38 17.39,-35 28 05.14
,6383,03 38 17.60,-35 23 50.63
,6384,03 38 17.83,-35 24 42.19
,6385,03 38 17.83,-35 27 50.25
,6386,03 38 18.89,-35 28 02.02
,6387,03 38 18.92,-35 27 32.20
,6388,03 38 18.94,-35 26 28.75
,6389,03 38 19.29,-35 27 34.46
,6390,03 38 19.33,-35 23 54.43
,6391,03 38 19.36,-35 26 10.87
,6392,03 38 19.48,-35 25 00.49
,6393,03 38 19.58,-35 29 33.18
,6394,03 38 19.78,-35 25 36.29
,6395,03 38 20.03,-35 26 43.13
,6396,03 38 20.06,-35 24 46.57
,6397,03 38 20.25,-35 28 30.85
,6398,03 38 20.52,-35 29 27.71
,6399,03 38 20.75,-35 47 06.65
,6400,03 38 20.78,-35 27 25.98
,6401,03 38 20.81,-35 25 38.56
,6402,03 38 20.92,-35 24 56.89
,6403,03 38 20.97,-35 27 02.30
,6404,03 38 20.97,-35 30 12.69
,6405,03 38 21.05,-35 27 23.93
,6406,03 38 21.07,-35 27 32.28
,6407,03 38 21.43,-35 15 04.92
,6408,03 38 21.62,-35 27 43.48
,6409,03 38 21.63,-35 26 36.66
,6410,03 38 21.68,-35 22 33.22
,6411,03 38 21.93,-35 24 21.38
,6412,03 38 21.93,-35 29 28.54
,6413,03 38 22.03,-35 33 01.25
,6414,03 38 22.04,-35 26 02.64
,6415,03 38 22.10,-35 29 00.73
,6416,03 38 22.47,-35 29 52.07
,6417,03 38 22.50,-35 25 21.79
,6418,03 38 22.89,-35 26 15.05
,6419,03 38 23.03,-35 28 20.17
,6420,03 38 23.16,-35 27 14.29
,6421,03 38 23.21,-35 27 09.68
,6422,03 38 23.22,-35 28 03.78
,6423,03 38 23.35,-35 28 25.20
,6424,03 38 23.52,-35 25 57.03
,6425,03 38 24.11,-35 28 39.32
,6426,03 38 24.89,-35 28 02.49
,6427,03 38 25.09,-35 27 08.28
,6428,03 38 25.14,-35 23 51.99
,6429,03 38 25.15,-35 34 24.24
,6430,03 38 25.25,-35 25 22.34
,6431,03 38 25.28,-35 39 47.96
,6432,03 38 25.31,-35 27 53.34
,6433,03 38 25.43,-35 24 00.11
,6434,03 38 25.51,-35 22 44.54
,6435,03 38 25.54,-35 26 46.85
,6436,03 38 25.60,-35 25 56.22
,6437,03 38 25.61,-35 19 05.83
,6438,03 38 25.67,-35 27 41.50
,6439,03 38 25.72,-35 27 29.79
,6440,03 38 25.92,-35 27 56.79
,6441,03 38 25.96,-35 27 42.18
,6442,03 38 25.99,-35 23 59.65
,6443,03 38 26.06,-35 34 40.68
,6444,03 38 26.15,-35 35 06.14
,6445,03 38 26.29,-35 27 23.04
,6446,03 38 26.44,-35 26 34.66
,6447,03 38 26.52,-35 27 32.24
,6448,03 38 26.55,-35 34 46.10
,6449,03 38 26.64,-35 27 12.01
,6450,03 38 26.66,-35 27 09.13
,6451,03 38 26.69,-35 27 04.64
,6452,03 38 26.99,-35 27 04.45
,6453,03 38 27.01,-35 29 46.09
,6454,03 38 27.03,-35 25 57.34
,6455,03 38 27.10,-35 26 14.78
,6456,03 38 27.12,-35 27 07.76
,6457,03 38 27.16,-35 26 01.38
,6458,03 38 27.26,-35 27 16.60
,6459,03 38 27.33,-35 27 25.70
,6460,03 38 27.35,-35 26 42.11
,6461,03 38 27.44,-35 34 23.12
,6462,03 38 27.50,-35 30 34.03
,6463,03 38 27.59,-35 26 05.48
,6464,03 38 27.66,-35 26 48.60
,6465,03 38 27.78,-35 27 50.65
,6466,03 38 27.79,-35 25 36.54
,6467,03 38 27.83,-35 25 26.76
,6468,03 38 27.92,-35 27 47.18
,6469,03 38 28.03,-35 25 45.72
,6470,03 38 28.22,-35 25 51.05
,6471,03 38 28.23,-35 27 11.42
,6472,03 38 28.39,-35 26 53.34
,6473,03 38 28.51,-35 27 20.99
,6474,03 38 28.58,-35 27 24.53
,6475,03 38 28.70,-35 26 43.19
,6476,03 38 28.71,-35 27 09.14
,6477,03 38 28.72,-35 27 55.15
,6478,03 38 28.98,-35 26 02.74
,6479,03 38 29.04,-35 27 00.48
,6480,03 38 29.07,-35 26 37.74
,6481,03 38 29.21,-35 25 53.37
,6482,03 38 29.25,-35 26 42.98
,6483,03 38 29.33,-35 27 06.66
,6484,03 38 29.35,-35 26 59.41
,6485,03 38 29.66,-35 31 15.24
,6486,03 38 29.67,-35 25 04.74
,6487,03 38 29.67,-35 27 40.69
,6488,03 38 29.85,-35 27 48.47
,6489,03 38 30.13,-35 26 33.64
,6490,03 38 30.17,-35 25 07.58
,6491,03 38 30.31,-35 30 29.26
,6492,03 38 30.36,-35 27 25.41
,6493,03 38 30.40,-35 24 30.57
,6494,03 38 30.45,-35 26 32.64
,6495,03 38 30.64,-35 25 42.53
,6496,03 38 30.70,-35 26 56.57
,6497,03 38 30.73,-35 27 03.35
,6498,03 38 30.81,-35 26 59.62
,6499,03 38 30.95,-35 27 47.47
,6500,03 38 31.20,-35 27 47.99
,6501,03 38 31.22,-35 26 57.30
,6502,03 38 31.24,-35 24 53.38
,6503,03 38 31.24,-35 30 03.25
,6504,03 38 31.26,-35 24 11.72
,6505,03 38 31.50,-35 26 49.80
,6506,03 38 31.71,-35 30 58.84
,6507,03 38 31.73,-35 26 00.74
,6508,03 38 31.75,-35 26 44.94
,6509,03 38 31.77,-35 27 44.77
,6510,03 38 31.80,-35 27 03.40
,6511,03 38 31.82,-35 26 04.22
,6512,03 38 31.86,-35 26 41.50
,6513,03 38 31.89,-35 26 49.17
,6514,03 38 32.08,-35 28 12.62
,6515,03 38 32.15,-35 27 05.88
,6516,03 38 32.21,-35 33 42.93
,6517,03 38 32.26,-35 33 59.63
,6518,03 38 32.34,-35 26 45.75
,6519,03 38 32.34,-35 27 10.65
,6520,03 38 32.35,-35 27 02.22
,6521,03 38 32.36,-35 27 29.39
,6522,03 38 32.43,-35 27 34.35
,6523,03 38 32.52,-35 24 41.04
,6524,03 38 32.61,-35 27 05.47
,6525,03 38 32.64,-35 27 42.59
,6526,03 38 32.69,-35 26 52.83
,6527,03 38 32.79,-35 26 21.99
,6528,03 38 32.81,-35 26 58.71
,6529,03 38 32.82,-35 29 19.57
,6530,03 38 32.86,-35 32 05.06
,6531,03 38 32.95,-35 28 28.40
,6532,03 38 33.04,-35 26 52.20
,6533,03 38 33.09,-35 26 01.73
,6534,03 38 33.12,-35 31 02.99
,6535,03 38 33.13,-35 27 31.71
,6536,03 38 33.18,-35 25 53.46
,6537,03 38 33.38,-35 23 02.33
,6538,03 38 33.40,-35 32 28.76
,6539,03 38 33.42,-35 40 17.28
,6540,03 38 33.59,-35 23 23.95
,6541,03 38 33.80,-35 26 58.55
